"Notes"	"County of Residence"	"County of Residence Code"	"Sex of Infant"	"Sex of Infant Code"	"NICU Admission"	"NICU Admission Code"	"OE Gestational Age Recode 10"	"OE Gestational Age Recode 10 Code"	Births	% of Total Births
	"McLennan County, TX"	"48309"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1154	0.03%
	"Marion County, OR"	"41047"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1155	0.03%
	"Chatham County, GA"	"13051"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1157	0.03%
	"Henrico County, VA"	"51087"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1157	0.03%
	"Fairfax County, VA"	"51059"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1163	0.03%
	"Oakland County, MI"	"26125"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1166	0.03%
	"Marion County, IN"	"18097"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1170	0.03%
	"Fayette County, KY"	"21067"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1170	0.03%
	"Nassau County, NY"	"36059"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1172	0.03%
	"Montgomery County, TN"	"47125"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1175	0.03%
	"Hillsborough County, NH"	"33011"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1179	0.03%
	"Hays County, TX"	"48209"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1180	0.03%
	"Waukesha County, WI"	"55133"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1182	0.03%
	"Suffolk County, NY"	"36103"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1182	0.03%
	"Orleans Parish, LA"	"22071"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1183	0.03%
	"Lancaster County, NE"	"31109"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1187	0.03%
	"Lubbock County, TX"	"48303"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1187	0.03%
	"Harris County, TX"	"48201"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	1188	0.03%
	"Palm Beach County, FL"	"12099"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1189	0.03%
	"Los Angeles County, CA"	"06037"	"Female"	"F"	"Yes"	"1"	"37 - 39 weeks"	"06"	1190	0.03%
	"Cook County, IL"	"17031"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	1190	0.03%
	"Mercer County, NJ"	"34021"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1192	0.03%
	"Douglas County, CO"	"08035"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1192	0.03%
	"Unidentified Counties, KS"	"20999"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1198	0.03%
	"Nassau County, NY"	"36059"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1200	0.03%
	"Manatee County, FL"	"12081"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1201	0.03%
	"Horry County, SC"	"45051"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1201	0.03%
	"Lancaster County, NE"	"31109"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1205	0.03%
	"Fresno County, CA"	"06019"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1211	0.03%
	"Wake County, NC"	"37183"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1212	0.03%
	"Lubbock County, TX"	"48303"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1213	0.03%
	"Merced County, CA"	"06047"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1217	0.03%
	"Unidentified Counties, KS"	"20999"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1220	0.03%
	"Mercer County, NJ"	"34021"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1227	0.03%
	"Ocean County, NJ"	"34029"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1227	0.03%
	"Lehigh County, PA"	"42077"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1227	0.03%
	"Wake County, NC"	"37183"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1228	0.03%
	"Anoka County, MN"	"27003"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1232	0.03%
	"Onondaga County, NY"	"36067"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1234	0.03%
	"Durham County, NC"	"37063"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1235	0.03%
	"Lake County, FL"	"12069"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1237	0.03%
	"Lake County, FL"	"12069"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1239	0.03%
	"Manatee County, FL"	"12081"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1240	0.03%
	"Chatham County, GA"	"13051"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1241	0.03%
	"Genesee County, MI"	"26049"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1242	0.03%
	"Fayette County, KY"	"21067"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1243	0.03%
	"Escambia County, FL"	"12033"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1245	0.03%
	"Orleans Parish, LA"	"22071"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1245	0.03%
	"Suffolk County, NY"	"36103"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1246	0.03%
	"Unidentified Counties, AL"	"01999"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1252	0.03%
	"Palm Beach County, FL"	"12099"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1253	0.03%
	"Genesee County, MI"	"26049"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1254	0.03%
	"Douglas County, CO"	"08035"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1258	0.03%
	"Stark County, OH"	"39151"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1258	0.03%
	"Unidentified Counties, AL"	"01999"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1261	0.04%
	"Berks County, PA"	"42011"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1268	0.04%
	"Unidentified Counties, IL"	"17999"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1270	0.04%
	"Durham County, NC"	"37063"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1270	0.04%
	"Hennepin County, MN"	"27053"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1271	0.04%
	"Harris County, TX"	"48201"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	1274	0.04%
	"Los Angeles County, CA"	"06037"	"Female"	"F"	"No"	"2"	"36 weeks"	"05"	1275	0.04%
	"Ocean County, NJ"	"34029"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1275	0.04%
	"Unidentified Counties, IL"	"17999"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1275	0.04%
	"Sonoma County, CA"	"06097"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1278	0.04%
	"Sonoma County, CA"	"06097"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1286	0.04%
	"Los Angeles County, CA"	"06037"	"Male"	"M"	"Yes"	"1"	"32 - 35 weeks"	"04"	1287	0.04%
	"Stark County, OH"	"39151"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1288	0.04%
	"Hamilton County, IN"	"18057"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1288	0.04%
	"Onondaga County, NY"	"36067"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1288	0.04%
	"Galveston County, TX"	"48167"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1291	0.04%
	"Waukesha County, WI"	"55133"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1294	0.04%
	"Chesterfield County, VA"	"51041"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1299	0.04%
	"Kern County, CA"	"06029"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1304	0.04%
	"Hennepin County, MN"	"27053"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1307	0.04%
	"New York County, NY"	"36061"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1307	0.04%
	"Benton County, AR"	"05007"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1310	0.04%
	"Burlington County, NJ"	"34005"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1311	0.04%
	"Orange County, FL"	"12095"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1313	0.04%
	"Chesterfield County, VA"	"51041"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1313	0.04%
	"Forsyth County, NC"	"37067"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1316	0.04%
	"Orange County, FL"	"12095"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1321	0.04%
	"Kern County, CA"	"06029"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1332	0.04%
	"Benton County, AR"	"05007"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1336	0.04%
	"Mecklenburg County, NC"	"37119"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1339	0.04%
	"Burlington County, NJ"	"34005"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1342	0.04%
	"Harris County, TX"	"48201"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	1342	0.04%
	"Hampden County, MA"	"25013"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1343	0.04%
	"Solano County, CA"	"06095"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1347	0.04%
	"Berks County, PA"	"42011"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1354	0.04%
	"Hamilton County, IN"	"18057"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1358	0.04%
	"Fresno County, CA"	"06019"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1360	0.04%
	"Galveston County, TX"	"48167"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1360	0.04%
	"St. Charles County, MO"	"29183"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1362	0.04%
	"Seminole County, FL"	"12117"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1365	0.04%
	"Forsyth County, NC"	"37067"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1372	0.04%
	"Seminole County, FL"	"12117"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1374	0.04%
	"Unidentified Counties, OK"	"40999"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1379	0.04%
	"Unidentified Counties, OK"	"40999"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1382	0.04%
	"York County, PA"	"42133"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1385	0.04%
	"New York County, NY"	"36061"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1396	0.04%
	"Solano County, CA"	"06095"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1402	0.04%
	"Bronx County, NY"	"36005"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1403	0.04%
	"Morris County, NJ"	"34027"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1411	0.04%
	"Franklin County, OH"	"39049"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1413	0.04%
	"Butler County, OH"	"39017"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1415	0.04%
	"Dakota County, MN"	"27037"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1417	0.04%
	"St. Charles County, MO"	"29183"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1418	0.04%
	"York County, PA"	"42133"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1420	0.04%
	"Mecklenburg County, NC"	"37119"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1421	0.04%
	"Hampden County, MA"	"25013"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1427	0.04%
	"Unidentified Counties, PA"	"42999"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1430	0.04%
	"Weld County, CO"	"08123"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1436	0.04%
	"Loudoun County, VA"	"51107"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1436	0.04%
	"Hamilton County, TN"	"47065"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1443	0.04%
	"Nueces County, TX"	"48355"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1445	0.04%
	"Hamilton County, TN"	"47065"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1448	0.04%
	"Butler County, OH"	"39017"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1449	0.04%
	"Hillsborough County, FL"	"12057"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1449	0.04%
	"Lucas County, OH"	"39095"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1450	0.04%
	"Ada County, ID"	"16001"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1456	0.04%
	"Morris County, NJ"	"34027"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1461	0.04%
	"Weld County, CO"	"08123"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1466	0.04%
	"Plymouth County, MA"	"25023"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1468	0.04%
	"Los Angeles County, CA"	"06037"	"Male"	"M"	"No"	"2"	"36 weeks"	"05"	1477	0.04%
	"Spartanburg County, SC"	"45083"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1477	0.04%
	"Harris County, TX"	"48201"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	1477	0.04%
	"Dakota County, MN"	"27037"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1478	0.04%
	"Lucas County, OH"	"39095"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1478	0.04%
	"Unidentified Counties, PA"	"42999"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1478	0.04%
	"Spartanburg County, SC"	"45083"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1478	0.04%
	"Richland County, SC"	"45079"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1480	0.04%
	"Broward County, FL"	"12011"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1481	0.04%
	"Bronx County, NY"	"36005"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1483	0.04%
	"Pulaski County, AR"	"05119"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1484	0.04%
	"Loudoun County, VA"	"51107"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1486	0.04%
	"Franklin County, OH"	"39049"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1495	0.04%
	"Travis County, TX"	"48453"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1495	0.04%
	"Virginia Beach city, VA"	"51810"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1497	0.04%
	"Los Angeles County, CA"	"06037"	"Male"	"M"	"Yes"	"1"	"37 - 39 weeks"	"06"	1498	0.04%
	"Clark County, WA"	"53011"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1500	0.04%
	"Cumberland County, NC"	"37051"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1500	0.04%
	"Hillsborough County, FL"	"12057"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1507	0.04%
	"Maricopa County, AZ"	"04013"	"Female"	"F"	"No"	"2"	"41 weeks"	"08"	1509	0.04%
	"Maricopa County, AZ"	"04013"	"Male"	"M"	"No"	"2"	"41 weeks"	"08"	1509	0.04%
	"Orange County, NY"	"36071"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1514	0.04%
	"Clark County, WA"	"53011"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1515	0.04%
	"Madison County, AL"	"01089"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1519	0.04%
	"Richmond County, NY"	"36085"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1522	0.04%
	"Madison County, AL"	"01089"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1524	0.04%
	"Richmond County, NY"	"36085"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1531	0.04%
	"Broward County, FL"	"12011"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1532	0.04%
	"Ada County, ID"	"16001"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1532	0.04%
	"Middlesex County, MA"	"25017"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1533	0.04%
	"Jefferson County, CO"	"08059"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1533	0.04%
	"Alameda County, CA"	"06001"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1534	0.04%
	"Volusia County, FL"	"12127"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1537	0.04%
	"Davis County, UT"	"49011"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1541	0.04%
	"Virginia Beach city, VA"	"51810"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1541	0.04%
	"Cumberland County, NC"	"37051"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1542	0.04%
	"Unidentified Counties, AK"	"02999"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1546	0.04%
	"Middlesex County, MA"	"25017"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1554	0.04%
	"Volusia County, FL"	"12127"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1556	0.04%
	"Nueces County, TX"	"48355"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1559	0.04%
	"Washoe County, NV"	"32031"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1560	0.04%
	"Pulaski County, AR"	"05119"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1563	0.04%
	"Santa Barbara County, CA"	"06083"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1566	0.04%
	"Brazoria County, TX"	"48039"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1566	0.04%
	"Bucks County, PA"	"42017"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1568	0.04%
	"Jefferson County, CO"	"08059"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1569	0.04%
	"Chester County, PA"	"42029"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1569	0.04%
	"Osceola County, FL"	"12097"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1579	0.04%
	"Monterey County, CA"	"06053"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1585	0.04%
	"Rutherford County, TN"	"47149"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1586	0.04%
	"Allen County, IN"	"18003"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1588	0.04%
	"Alameda County, CA"	"06001"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1589	0.04%
	"Unidentified Counties, IA"	"19999"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1593	0.04%
	"Monterey County, CA"	"06053"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1594	0.04%
	"Lake County, IN"	"18089"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1605	0.04%
	"Charleston County, SC"	"45019"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1610	0.04%
	"Davis County, UT"	"49011"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1611	0.04%
	"Washoe County, NV"	"32031"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1613	0.04%
	"Chester County, PA"	"42029"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1615	0.04%
	"Webb County, TX"	"48479"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1618	0.04%
	"Summit County, OH"	"39153"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1624	0.05%
	"Spokane County, WA"	"53063"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1625	0.05%
	"Brazoria County, TX"	"48039"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1626	0.05%
	"Spokane County, WA"	"53063"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1630	0.05%
	"Travis County, TX"	"48453"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1632	0.05%
	"Plymouth County, MA"	"25023"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1635	0.05%
	"New Castle County, DE"	"10003"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1635	0.05%
	"Orange County, NY"	"36071"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1637	0.05%
	"New Castle County, DE"	"10003"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1641	0.05%
	"Richland County, SC"	"45079"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1642	0.05%
	"Unidentified Counties, AK"	"02999"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1644	0.05%
	"Charleston County, SC"	"45019"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1649	0.05%
	"Santa Barbara County, CA"	"06083"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1651	0.05%
	"Lake County, IN"	"18089"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1651	0.05%
	"Unidentified Counties, IA"	"19999"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1668	0.05%
	"Santa Clara County, CA"	"06085"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1672	0.05%
	"Webb County, TX"	"48479"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1673	0.05%
	"Rockland County, NY"	"36087"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1679	0.05%
	"Rockland County, NY"	"36087"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1680	0.05%
	"Brevard County, FL"	"12009"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1686	0.05%
	"Bristol County, MA"	"25005"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1689	0.05%
	"Rutherford County, TN"	"47149"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1690	0.05%
	"Jefferson Parish, LA"	"22051"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1696	0.05%
	"Mobile County, AL"	"01097"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1701	0.05%
	"Summit County, OH"	"39153"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1703	0.05%
	"Osceola County, FL"	"12097"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1704	0.05%
	"Camden County, NJ"	"34007"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1707	0.05%
	"Unidentified Counties, NY"	"36999"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1709	0.05%
	"Unidentified Counties, MD"	"24999"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1711	0.05%
	"Pinal County, AZ"	"04021"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1715	0.05%
	"Philadelphia County, PA"	"42101"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1717	0.05%
	"Bucks County, PA"	"42017"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1718	0.05%
	"Allen County, IN"	"18003"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1719	0.05%
	"Philadelphia County, PA"	"42101"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1722	0.05%
	"Wayne County, MI"	"26163"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1727	0.05%
	"Unidentified Counties, NY"	"36999"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1727	0.05%
	"Jefferson Parish, LA"	"22051"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1732	0.05%
	"Wayne County, MI"	"26163"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1743	0.05%
	"Dane County, WI"	"55025"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1749	0.05%
	"Unidentified Counties, MD"	"24999"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1761	0.05%
	"Camden County, NJ"	"34007"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1762	0.05%
	"Kane County, IL"	"17089"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1762	0.05%
	"Mobile County, AL"	"01097"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1764	0.05%
	"Bristol County, MA"	"25005"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1765	0.05%
	"Washington County, OR"	"41067"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1766	0.05%
	"Ramsey County, MN"	"27123"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1772	0.05%
	"Pinal County, AZ"	"04021"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1775	0.05%
	"Dane County, WI"	"55025"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1777	0.05%
	"Unidentified Counties, MN"	"27999"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1777	0.05%
	"Sacramento County, CA"	"06067"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1782	0.05%
	"Sacramento County, CA"	"06067"	"Male"	"M"	"No"	"2"	"40 weeks"	"07"	1782	0.05%
	"Brevard County, FL"	"12009"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1795	0.05%
	"Washington County, OR"	"41067"	"Male"	"M"	"No"	"2"	"37 - 39 weeks"	"06"	1796	0.05%
	"Passaic County, NJ"	"34031"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1797	0.05%
	"East Baton Rouge Parish, LA"	"22033"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1803	0.05%
	"Clark County, NV"	"32003"	"Female"	"F"	"No"	"2"	"40 weeks"	"07"	1806	0.05%
	"San Francisco County, CA"	"06075"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1806	0.05%
	"Pasco County, FL"	"12101"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1809	0.05%
	"Knox County, TN"	"47093"	"Female"	"F"	"No"	"2"	"37 - 39 weeks"	"06"	1815	0.05%
